title,abstract,year,pdf,label,code,time
Parameterization of a model-based 3-D PET scatter correction,"Parameterization of a fast implementation of the Ollinger (1996) model-based 3-D scatter correction method for positron emission tomography (PET) has been evaluated using measured phantom data acquired on a GE Advance PET imaging system. The Ollinger method explicitly estimates the 3-D single-scatter distribution using measured emission and transmission data and then estimates the multiple-scatter as a convolution of the single scatter. The main algorithm difference from that implemented by Ollinger is that the scatter correction does not explicitly compute scatter for azimuthal angles; rather, it determines 2-D scatter estimates for data within 2-D ""super-slices"" using as input data from the 3-D direct-plane (nonoblique) slices. These axial super-slice data are composed of data within a parameterized distance from the center of the super-slice. A model-based scatter correction method can be parameterized, and choice parameters may significantly change the behavior of the algorithm. Parameters studied in this work included transaxial image downsampling, the number of detectors to calculate scatter to, multiples kernel width and magnitude, the number and thickness of super-slices, and the number of scatter estimation iterations. Measured phantom data included imaging of the NEMA NU-2001 image quality (IQ) phantom, the IQ phantom with 2 cm extra water-equivalent tissue strapped around its circumference, and an attenuation phantom (20 cm uniform cylinder with Teflon, water and air inserts) with two 8 cm diameter water-filled nonradioactive arms placed by its side. For the IQ phantom data, a subset of NEMA NU-2001 measures were used to determine the contrast-to-noise ratio (CNR), lung residual bias, and background variability. For the attenuation phantom, region of interests (ROIs) were drawn on the nonradioactive compartments and on the background. These ROIs were analyzed for inter and intra-slice variation, background bias, and compartment-to-background ratio. In most cases, the algorithm was most sensitive to multiple-scatter parameterization and least sensitive to transaxial downsampling. The algorithm showed convergence by the second iteration for the metrics used in this study. Also, the range of the magnitude of change in the metrics analyzed was - small over all changes in parameterization. Further work to extend these results to more realistic phantom and clinical datasets is warranted.",2002,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1039554,no,no,5534
Correction for head movements in positron emission tomography using an optical motion-tracking system,"Methods capable of correcting for head motion in all six degrees of freedom have been proposed for positron emission tomography (PET) brain imaging but not yet demonstrated in human studies. These methods rely on the accurate measurement of head motion in relation to the reconstruction coordinate frame. We present methodology for the direct calibration of an optical motion-tracking system to the reconstruction coordinate frame using paired coordinate measurements obtained simultaneously from a PET scanner and tracking system. We also describe the implementation of motion correction, based on the multiple acquisition frame method originally described by Picard and Thompson (1997), using data provided by the motion tracking system. Effective compensation for multiple six-degree-of-freedom movements is demonstrated in dynamic PET scans of the Hoffman brain phantom and a normal volunteer. We conclude that reduced distortion and improved quantitative accuracy can be achieved with this method in PET brain studies degraded by head movements",2002,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=998691,no,no,5536
Alternative methods for attenuation correction for PET images in MR-PET scanners,"This paper describes and compares procedures to obtain attenuation maps used for the absorption correction (AC) of PET brain scans if a transmission scan is not available as in the case of future MR-PET scanners. A previously reported approach called MBA (MRT-based attenuation correction) used Tl- weighted MR images which were segmented into four tissue types representing brain tissue, bone, other tissue and sinus to which appropriate attenuation coefficients were assigned. In this work a template-based attenuation correction (TBA) is presented which applies an attenuation template to single subjects. A common attenuation template was created from transmission scans of 10 normal volunteers and spatially normalized to the SPM2 standard brain shape. For each subject the Tl-MR template of SPM2 was warped onto the subject's individual MR image. The resulting warping matrix was applied to the common attenuation template so that an attenuation map matching the subject's brain shape was obtained. The attenuation maps of MBA and TBA were forward projected into attenuation factors which were alternatively used for AC. FDG scans of four subjects were reconstructed after AC with MBA and TBA and compared to images whose ACs were based on conventional attenuation maps (PBA=PET-based attenuation correction). Using PBA as reference in a region of interest analysis, MBA and TBA showed similar under- and overestimation of the reconstructed radioactivity up to -10% and 9%, respectively. The procedure to obtain the attenuation template needs still some improvements. Nevertheless, the TBA method of attenuation correction is a promising alternative to MBA with its still complex and not yet resolved accurate segmentation of MR images.",2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4437073,no,no,5537
Correction for head movements in positron emission tomography using an optical motion tracking system,"Methods capable of correcting for head motion in all six degrees of freedom have been proposed for PET brain imaging but not yet demonstrated in human studies. These methods rely on the accurate measurement of motion in a coordinate frame aligned with the scanner. We present methodology for the direct calibration of an optical motion tracking system to the reconstruction coordinate frame using paired coordinate measurements obtained simultaneously from a PET scanner and tracking system. We also describe the implementation of motion correction, based on the multiple acquisition frame method originally described by Y. Picard and C.J. Thompson (1997), using data provided by the motion tracking system. Effective compensation for multiple six degree-of-freedom movements is demonstrated in dynamic PET scans of the Hoffman brain phantom and a normal volunteer. We conclude that reduced distortion and improved quantitative accuracy can be achieved with this method in PET brain studies degraded by head movements",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=949205,no,no,5538
Segmented attenuation correction using <sup>137</sup>Cs single photon transmission,"Using a <sup>137</sup>Cs single photon transmission source for transmission scanning allows a higher photon flux and thus, better transmission statistics compared to coincidence transmission scanning. However, <sup>137</sup>Cs suffers from a high scatter fraction as well as emission contamination, both leading to an underestimation of the attenuation values. On our NaI- and GSO-systems this is currently compensated by subtracting emission contamination, scatter-scaling and re-mapping. Histogram based segmentation, widely used to shorten the scan time on <sup>68</sup>Ge devices, inherently is capable to compensate for a potential bias in the attenuation values. We have investigated segmented attenuation correction for <sup>137</sup>Cs transmission scans with NaI(Tl) PET scanners in previous work, and came to the conclusion that our current processing was superior to the formerly used segmentation routine. In this paper we re-investigate segmentation, however, using a more sophisticated algorithm. Our focus was mainly to improve the accuracy of our transmission scans rather than shorten the scan times. However, the potential to reduce the scan duration was investigated as well",2001,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1009237,no,no,5540
Template based attenuation correction for PET in MR-PET scanners,"This work investigates a template based procedure for attenuation correction (TBA) of PET scans acquired in future hybrid MR-PET scanners which will not offer a measured attenuation correction. A previous report of our group described a method (TBA-SPM) how individual attenuation maps can be obtained from an attenuation template which is spatially normalized to the SPM2 standard brain shape. Attenuation maps of females and males obtained from PET transmission scans were used as input for this template. The present study replaces the template referring to SPM2 by a female and a male attenuation template (fAT and mAT), each based on four measured attenuation images (TBA-f&m). The corresponding T1-MR templates (fMR and mMR) were also available. Thus, possible morphological gender-related differences, not considered when the standardized SPM2 <sup>1</sup>brain shape is used, may be taken into account. To examine this approach PET scans of 15 female and 15 male subjects of an ongoing study were attenuation corrected using the templates fAT and mAT. For this purpose and depending on the subjects gender the fMR or mMR templates were warped onto the individual MR image. The resulting warping matrix was applied to fAT or mAT, respectively. The individualized attenuation maps were used to reconstruct the PET emission data. These were compared to PET images attenuation corrected with the conventional PET based transmission data (PBA). While the relative differences between PBA and TBA=f&m reconstructed images averaged over each group and all regions of interest were 0.57%  3.76% for females and 0.59%  3.56% for males, the corresponding values obtained with the TBA-SPM method showed an overestimation with similar standard deviations (2.39%  3.76% for females and 2.42%  3.37% for males). In conclusion, the alternative gender-related template method TBA-f&m gives acceptable results with no significan- - t differences between the genders.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4774281,no,no,5541
Comparing the effects of standard and segmented attenuation correction,"We have evaluated a segmentation algorithm developed by General Electric for the Advance positron emission scanner (PET). Phantom studies were performed to measure the accuracy in emission scans reconstructed with segmented, attenuation data as a function of transmission scan time. The results indicated errors of less than 2% will be made in emission scan data reconstructed with transmission scan times of 3 minutes. Based on the phantom results, 185 patient data sets were acquired with both long (15 min.) non-segmented and short (3 min.) segmented attenuation scans. Comparisons of scan data in foci of abnormal uptake yielded a correlation coefficient between long and short scan SUV maximum values of 0.99 and a mean absolute difference of 4.6%. The average SUV values in lung between long and short has a correlation coefficient of 0.99 and a mean absolute difference of 3.1%. The corresponding values from the liver had a correlation coefficient of 0.96 and mean absolute difference of 7.4%. Visual review by physicians noted minor differences, but when grading the images on a scale of 1 to 5, 91% of the time there was no difference. In all cases comparing the long and short attenuation and no abnormal sites were missed",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=949993,no,no,5542
Mining Top-K Fault Tolerant Frequent Patterns with Sliding Windows in Data Streams,"Mining frequent patterns over streaming data has become an important research focus field with broad applications. However, the real-world data may be usually polluted by uncontrolled factors. Fault-tolerant frequent pattern can express more generalized information than frequent pattern which is absolutely matched. Therefore, a novel single-pass algorithm is proposed for efficiently mining top-k fault-tolerant frequent pattern from data streams without minimum support threshold specified by user. A novel data structure is developed for maintaining the essential information of itemsets generated so far. Experimental results show that the developed algorithm is an efficient method for mining top-k fault-tolerant frequent pattern from data streams.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5565961,no,no,5552
Short Paper: Data Mining-based Fault Prediction and Detection on the Grid,"This paper describes a novel approach to fault detection and prediction on the grid based on data mining techniques. Data mining techniques are here applied as a mean to effectively process the significant amount of captured data from grid sites, services, workflows and activities. The paper provides a first approach of proposed techniques in terms of its ability of utilizing relevant information and the fault tolerance requirements. Such approach is one intelligent, distributed framework of fault detection and prediction for anomaly and failed activity by using resource- and workflow-based information. We use fault predictions to improve the performance of the workflow execution by avoiding potential faults of activities",2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1652162,no,no,5554
Reconstruction corrections in advanced neutron tomography algorithms,"Volume reconstruction methods operate by splitting the three-dimensional (3-D) reconstruction space into two-dimensional (2-D) data slices. Any of several algorithms (like FBP) available can be used to reconstruct 2-D cross-sectional images, which can then be stacked to provide a 3-D representation of internal volume of the object. The reconstruction process takes advantage from the improvement of raw data quality: the data pre-processing (that involves digital filtering) ensures that the reconstruction from low-contrast images can be performed with good details, allowing a better signal-to-noise ratio. This work describes the software treatment on data coming from the tomography system installed at the TRIGA reactor of in the ENEA's Casaccia Research Centre, Rome, Italy.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1417175,no,no,5556
Data preprocessing for prediction of rerecirculating water chemistry faults,"The water quality data in some petrochemical company are stored in the lims database, in order to support the field operation's decision-making according to these data, it's necessary to do some appropriate data mining. However, the accuracy of the results of data mining directly associated with the quality of source data, so data preprocessing on the raw data is necessary in the data mining process. The process of data preprocessing is as follows: First, the classification of the raw data, here it is based on the frequency difference of the data acquisition. Second, data cleaning on the raw data, including cleaning the noisy data, missing data and redundant data (here mainly refers to the attribute redundancy).For the noisy data it take the method combining computer with artificial, for the missing data it mainly take the interpolation method using the mean data, and the redundancy property items were deleted; Third, data transformation for the later data processing. It mainly do the normalization to eliminate the difference of the dimension and magnitude on the raw data, so that all data can put together to make a comprehensive analysis. It uses the mean and standard deviation method to preprocessing the raw data and then make a compare of the result of the two different methods and it get the conclusion that the mean method is a better normalization method; fourth, to conduct data reduction, which refers to reduce the data storage space as far as possible while it must ensure the data integrity, it uses the principal component analysis method to do the job.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5622170,no,no,5559
"Diagnosis of stator, rotor and airgap eccentricity faults in three-phase induction motors based on the multiple reference frames theory","This paper describes the use of multiple reference frames for the diagnosis of stator, rotor, and eccentricity faults in line-fed and direct torque controlled (DTC) inverter-fed induction motors. The use of this new technique, which was proposed by the authors for the diagnosis of inter-turn short circuits, is extended for the detection and classification of different types of faults. Each fault causes a different disturbance or introduces different components in the motor supply currents. Based on the multiple reference frames theory, by choosing a proper reference frame, it is possible to transform each one of these current components to a d-q frame. In these d-q reference frames, those current harmonics will appear as constants, thus being easily measured, extracted or manipulated. Because each fault causes a different disturbance, the multiple reference frames technique can easily discriminate between different faults. Simulation and experimental results demonstrate the effectiveness of the proposed technique for the diagnosis of stator, rotor, and airgap eccentricity faults in three-phase induction motors. Moreover, due to the operating philosophy of the multiple reference frames technique, its integration into the control system of a DTC induction motor drive is a straightforward task and is briefly addressed at the end of the paper.",2003,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1257725,no,no,5604
Improving robustness of gene ranking by resampling and permutation based score correction and normalization,"Feature ranking, which ranks features via their individual importance, is one of the frequently used feature selection techniques. Traditional feature ranking criteria are apt to produce inconsistent ranking results even with light perturbations in training samples when applied to high dimensional and small-sized gene expression data. A widely used strategy for solving the inconsistencies is the multi-criterion combination. But one problem encountered in combining multiple criteria is the score normalization. In this paper, problems in existing methods are first analyzed, and a new gene importance transformation algorithm is then proposed. Experimental studies on three popular gene expression datasets show that the multi-criterion combination based on the proposed score correction and normalization produces gene rankings with improved robustness.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5706607,no,no,5607
Selecting Discrete and Continuous Features Based on Neighborhood Decision Error Minimization,"Feature selection plays an important role in pattern recognition and machine learning. Feature evaluation and classification complexity estimation arise as key issues in the construction of selection algorithms. To estimate classification complexity in different feature subspaces, a novel feature evaluation measure, called the neighborhood decision error rate (NDER), is proposed, which is applicable to both categorical and numerical features. We first introduce a neighborhood rough-set model to divide the sample set into decision positive regions and decision boundary regions. Then, the samples that fall within decision boundary regions are further grouped into recognizable and misclassified subsets based on class probabilities that occur in neighborhoods. The percentage of misclassified samples is viewed as the estimate of classification complexity of the corresponding feature subspaces. We present a forward greedy strategy for searching the feature subset, which minimizes the NDER and, correspondingly, minimizes the classification complexity of the selected feature subset. Both theoretical and experimental comparison with other feature selection algorithms shows that the proposed algorithm is effective for discrete and continuous features, as well as their mixture.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5166487,no,no,5609
Fault-Tolerant Distributed Stream Processing System,"Real-time data processing systems are more and more popular nowadays. Data warehouses not only collect terabytes of data, they also process endless data streams. To support such a situation, a data extraction process must become a continuous process also. Here a problem of a failure resistance arises. It is important not only to process a set of data on time, even more important is not to lose any data when a failure occurs. We achieve this by applying a redundant distributed stream processing. In this paper, we present a fault-tolerant system designed for processing data streams originating from geographically distributed sources",2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1698373,no,no,5613
A Self-Controlled Power Factor Correction Single-Phase Boost Pre-Regulator,"This paper presents a strategy for controlling the input current of a single-phase boost PFC (power factor corrector). A sample of the input voltage is not necessary since it is naturally used as the reference current. Besides this, the model presents few simplifications, therefore, being more complete, taking better advantage of the natural characteristics of the converter and obtaining similar results, when compared to classic control, by simply using a proportional compensator. Some of the advantages of this strategy include greater robustness and simplicity, less susceptibility to noise and a smoother turn-on characteristic",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1581961,no,no,5615
Defect handling in medium and large open source projects,"Open source projects have resulted in numerous high-quality, widely used products. Understanding the defect-handling strategies such projects employ can help us use the publicly accessible defect data from these projects to provide valuable quality-improvement feedback and to better understand the defect characteristics for a wider variety of software products. We conducted a survey to understand defect handling in selected open source projects and compared the particular approaches taken in different projects. We focused on defect handling instead of the broader quality assurance activities other researchers have previously reported. Our results provided quantitative evidence about the current practice of defect handling in an important subset of open source projects.",2004,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1309647,no,no,5622
The challenge of accurate software project status reporting: a two-stage model incorporating status errors and reporting bias,"Software project managers perceive and report project status. Recognizing that their status perceptions might be wrong and that they may not faithfully report what they believe, leads to a natural question-how different is true software project status from reported status? Here, the authors construct a two-stage model which accounts for project manager errors in perception and bias that might be applied before reporting status to executives. They call the combined effect of errors in perception and bias, project status distortion . The probabilistic model has roots in information theory and uses discrete project status from traffic light reporting. The true statuses of projects of varying risk were elicited from a panel of five experts and formed the model input. The same experts estimated the frequency with which project managers make status errors, while the authors created different bias scenarios in order to investigate the impact of different bias levels. The true status estimates, error estimates, and bias levels allow calculation of perceived and reported status. The results indicate that at the early stage of the development process most software projects are already in trouble, that project managers are overly optimistic in their perceptions, and that executives receive status reports very different from reality, depending on the risk level of the project and the amount of bias applied by the project manager. Key findings suggest that executives should be skeptical of favorable status reports and that for higher risk projects executives should concentrate on decreasing bias if they are to improve the accuracy of project reporting.",2002,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1176874,no,no,5624
Modeling the Effect of Size on Defect Proneness for Open-Source Software,"Quality is becoming increasingly important with the continuous adoption of open-source software. Previous research has found that there is generally a positive relationship between module size and defect proneness. Therefore, in open-source software development, it is important to monitor module size and understand its impact on defect proneness. However, traditional approaches to quality modeling, which measure specific system snapshots and obtain future defect counts, are not well suited because open-source modules usually evolve and their size changes over time. In this study, we used Cox proportional hazards modeling with recurrent events to study the effect of class size on defect- proneness in the Mozilla product. We found that the effect of size was significant, and we quantified this effect on defect proneness.",2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4222706,no,no,5633
"Using product, process, and execution metrics to predict fault-prone software modules with classification trees","Software-quality classification models can make predictions to guide improvement efforts to those modules that need it the most. Based on software metrics, a model can predict which modules will be considered fault-prone, or not. We consider a module fault-prone if any faults were discovered by customers. Useful predictions are contingent on the availability of candidate predictors that are actually related to faults discovered by customers. With a diverse set of candidate predictors in hand, classification-tree modeling is a robust technique for building such software quality models. This paper presents an empirical case study of four releases of a very large telecommunications system. The case study used the regression-tree algorithm in the S-Plus package and then applied our general decision rule to classify modules. Results showed that in addition to product metrics, process metrics and execution metrics were significant predictors of faults discovered by customers",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=895475,no,no,5634
When process data quality affects the number of bugs: Correlations in software engineering datasets,"Software engineering process information extracted from version control systems and bug tracking databases are widely used in empirical software engineering. In prior work, we showed that these data are plagued by quality deficiencies, which vary in its characteristics across projects. In addition, we showed that those deficiencies in the form of bias do impact the results of studies in empirical software engineering. While these findings affect software engineering researchers the impact on practitioners has not yet been substantiated. In this paper we, therefore, explore (i) if the process data quality and characteristics have an influence on the bug fixing process and (ii) if the process quality as measured by the process data has an influence on the product (i.e., software) quality. Specifically, we analyze six Open Source as well as two Closed Source projects and show that process data quality and characteristics have an impact on the bug fixing process: the high rate of empty commit messages in Eclipse, for example, correlates with the bug report quality. We also show that the product quality - measured by number of bugs reported - is affected by process data quality measures. These findings have the potential to prompt practitioners to increase the quality of their software process and its associated data quality.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5463286,no,no,5635
An empirical approach for software fault prediction,"Measuring software quality in terms of fault proneness of data can help the tomorrow's programmers to predict the fault prone areas in the projects before development. Knowing the faulty areas early from previous developed projects can be used to allocate experienced professionals for development of fault prone modules. Experienced persons can emphasize the faulty areas and can get the solutions in minimum time and budget that in turn increases software quality and customer satisfaction. We have used Fuzzy C Means clustering technique for the prediction of faulty/ non-faulty modules in the project. The datasets used for training and testing modules available from NASA projects namely CM1, PC1 and JM1 include requirement and code metrics which are then combined to get a combination metric model. These three models are then compared with each other and the results show that combination metric model is found to be the best prediction model among three. Also, this approach is compared with others in the literature and is proved to be more accurate. This approach has been implemented in MATLAB 7.9.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5578698,no,no,5654
Metrics selection for fault-proneness prediction of software modules,"It would be valuable to use metrics to identify the fault-proneness of software modules. It is important to select the most appropriate particular metric subset for fault-proneness prediction. We proposed an approach of metrics selection, which firstly utilized the correlation analysis to eliminate the high the correlation metrics and then ranked the remaining metrics based on the gray relational analysis. Three classifiers, that were logistic regression model, NaiveBayes, and J48, were utilized to empirically investigate the usefulness of selected metrics. Our results, based on a public domain NASA data set, indicate that 1) proposed method for metrics selection is effective, and 2) using 3-4 metrics gets the balanced performance for fault-proneness prediction of software modules.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5541206,no,no,5657
